code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
FFF,2013J,601271,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,-28,122,FALSE
FFF,2013J,601388,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-59,500,TRUE
FFF,2013J,601389,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Distinction,-59,500,TRUE
FFF,2013J,601390,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-53,500,TRUE
FFF,2013J,601399,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-59,500,TRUE
FFF,2013J,601430,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-52,500,TRUE
FFF,2013J,601439,F,Scotland,HE Qualification,90-100%,0-35,0,90,Y,Pass,-28,500,TRUE
FFF,2013J,601583,M,North Western Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,-58,500,TRUE
FFF,2013J,601640,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Fail,-58,-4,FALSE
FFF,2013J,601681,M,Ireland,Lower Than A Level,500,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,601745,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,-58,500,TRUE
FFF,2013J,601761,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,-58,132,FALSE
FFF,2013J,601783,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-25,30,FALSE
FFF,2013J,601788,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-57,500,TRUE
FFF,2013J,601808,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-44,500,TRUE
FFF,2013J,601855,M,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-57,-17,FALSE
FFF,2013J,601952,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-32,500,TRUE
FFF,2013J,602053,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-57,174,FALSE
FFF,2013J,602097,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,-29,500,TRUE
FFF,2013J,602099,F,North Region,Lower Than A Level,500,0-35,0,120,N,Pass,-19,500,TRUE
FFF,2013J,602111,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,-25,500,TRUE
FFF,2013J,602152,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-46,-17,FALSE
FFF,2013J,602312,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,-57,500,TRUE
FFF,2013J,602320,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-57,61,FALSE
FFF,2013J,602344,M,North Region,Lower Than A Level,Oct-20,0-35,0,90,N,Fail,-22,500,TRUE
FFF,2013J,602406,M,East Midlands Region,A Level or Equivalent,Oct-20,35-55,0,120,N,Withdrawn,-38,42,FALSE
FFF,2013J,602451,M,North Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Pass,-45,500,TRUE
FFF,2013J,602468,M,South East Region,Lower Than A Level,Oct-20,35-55,0,90,N,Pass,-56,500,TRUE
FFF,2013J,602469,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-50,500,TRUE
FFF,2013J,602502,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,Y,Withdrawn,-29,131,FALSE
FFF,2013J,602511,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-44,500,TRUE
FFF,2013J,602516,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,602569,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-28,500,TRUE
FFF,2013J,602577,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-45,500,TRUE
FFF,2013J,602592,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-30,500,TRUE
FFF,2013J,602600,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-37,500,TRUE
FFF,2013J,602669,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Distinction,-35,500,TRUE
FFF,2013J,602672,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,-53,-1,FALSE
FFF,2013J,602713,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Distinction,-29,500,TRUE
FFF,2013J,602719,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-32,500,TRUE
FFF,2013J,602734,M,West Midlands Region,HE Qualification,Oct-20,0-35,0,150,N,Fail,-32,500,TRUE
FFF,2013J,602777,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,-36,500,TRUE
FFF,2013J,602781,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn,-53,0,FALSE
FFF,2013J,602792,M,London Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-45,131,FALSE
FFF,2013J,602811,M,North Region,Lower Than A Level,500,0-35,0,120,N,Pass,-19,500,TRUE
FFF,2013J,602837,M,North Region,HE Qualification,500,0-35,0,60,N,Pass,-51,500,TRUE
FFF,2013J,602895,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,Fail,-49,500,TRUE
FFF,2013J,602948,M,South Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-49,500,TRUE
FFF,2013J,602994,M,London Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Withdrawn,-32,137,FALSE
FFF,2013J,603030,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Fail,-53,500,TRUE
FFF,2013J,603059,M,Ireland,Lower Than A Level,500,0-35,0,120,N,Distinction,-27,500,TRUE
FFF,2013J,603111,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-29,93,FALSE
FFF,2013J,603148,M,London Region,Lower Than A Level,Oct-20,0-35,0,120,N,Withdrawn,-53,47,FALSE
FFF,2013J,603155,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-38,500,TRUE
FFF,2013J,603170,M,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,-52,500,TRUE
FFF,2013J,603199,M,North Western Region,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,-25,135,FALSE
FFF,2013J,603204,F,London Region,HE Qualification,20-30%,0-35,0,180,N,Withdrawn,-29,-18,FALSE
FFF,2013J,603216,M,North Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-28,500,TRUE
FFF,2013J,603220,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-52,500,TRUE
FFF,2013J,603231,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-45,500,TRUE
FFF,2013J,603260,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-50,103,FALSE
FFF,2013J,603300,M,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-22,500,TRUE
FFF,2013J,603327,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-36,500,TRUE
FFF,2013J,603341,M,North Region,Lower Than A Level,500,0-35,0,60,N,Pass,-42,500,TRUE
FFF,2013J,603389,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-52,500,TRUE
FFF,2013J,603423,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-50,130,FALSE
FFF,2013J,603437,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-51,500,TRUE
FFF,2013J,603529,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-43,500,TRUE
FFF,2013J,603575,M,South Region,Lower Than A Level,Oct-20,0-35,0,120,N,Withdrawn,-51,-22,FALSE
FFF,2013J,603576,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-51,500,TRUE
FFF,2013J,603597,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-31,500,TRUE
FFF,2013J,603600,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-49,500,TRUE
FFF,2013J,603611,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-51,500,TRUE
FFF,2013J,603651,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-51,500,TRUE
FFF,2013J,603733,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-50,500,TRUE
FFF,2013J,603819,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-37,500,TRUE
FFF,2013J,603848,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,-32,102,FALSE
FFF,2013J,603873,M,West Midlands Region,Lower Than A Level,Oct-20,35-55,0,120,N,Withdrawn,-37,10,FALSE
FFF,2013J,603931,M,North Region,Lower Than A Level,Oct-20,0-35,0,120,N,Withdrawn,-43,171,FALSE
FFF,2013J,604087,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail,-29,500,TRUE
FFF,2013J,604142,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-49,159,FALSE
FFF,2013J,604184,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,-25,500,TRUE
FFF,2013J,604228,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-49,66,FALSE
FFF,2013J,604258,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-37,65,FALSE
FFF,2013J,604296,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,-31,0,FALSE
FFF,2013J,604379,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-30,500,TRUE
FFF,2013J,604416,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-35,500,TRUE
FFF,2013J,604427,M,London Region,A Level or Equivalent,Oct-20,0-35,0,150,N,Pass,-46,500,TRUE
FFF,2013J,604449,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-45,0,FALSE
FFF,2013J,604478,M,North Region,Lower Than A Level,500,35-55,0,120,N,Pass,-31,500,TRUE
FFF,2013J,604514,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-32,500,TRUE
FFF,2013J,604581,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,90,N,Fail,-32,500,TRUE
FFF,2013J,604583,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-28,67,FALSE
FFF,2013J,604606,M,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,-45,80,FALSE
FFF,2013J,604619,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-46,-25,FALSE
FFF,2013J,604633,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-46,500,TRUE
FFF,2013J,604635,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-25,500,TRUE
FFF,2013J,604700,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,-30,500,TRUE
FFF,2013J,604741,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-15,500,TRUE
FFF,2013J,604755,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-17,500,TRUE
FFF,2013J,604766,M,London Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Distinction,-38,500,TRUE
FFF,2013J,604799,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-45,500,TRUE
FFF,2013J,604817,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,Fail,-45,500,TRUE
FFF,2013J,604828,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-24,500,TRUE
FFF,2013J,604879,F,South West Region,HE Qualification,20-30%,0-35,0,120,N,Distinction,-43,500,TRUE
FFF,2013J,604889,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-45,2,FALSE
FFF,2013J,604918,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-29,500,TRUE
FFF,2013J,604945,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-32,500,TRUE
FFF,2013J,604946,M,London Region,HE Qualification,Oct-20,35-55,0,120,N,Withdrawn,-46,6,FALSE
FFF,2013J,605012,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-30,500,TRUE
FFF,2013J,605048,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-38,500,TRUE
FFF,2013J,605069,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-21,500,TRUE
FFF,2013J,605091,M,South East Region,No Formal quals,20-30%,0-35,0,150,N,Withdrawn,-46,33,FALSE
FFF,2013J,605108,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,500,-46,FALSE
FFF,2013J,605145,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-43,0,FALSE
FFF,2013J,605195,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Distinction,-22,500,TRUE
FFF,2013J,605228,F,London Region,Lower Than A Level,70-80%,0-35,0,240,N,Withdrawn,-45,0,FALSE
FFF,2013J,605265,F,North Region,HE Qualification,500,35-55,0,60,N,Pass,-30,500,TRUE
FFF,2013J,605269,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-43,186,FALSE
FFF,2013J,605372,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-45,500,TRUE
FFF,2013J,605394,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-29,500,TRUE
FFF,2013J,605409,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-31,500,TRUE
FFF,2013J,605459,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-24,500,TRUE
FFF,2013J,605538,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-25,500,TRUE
FFF,2013J,605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,Distinction,-24,500,TRUE
FFF,2013J,605589,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,-42,500,TRUE
FFF,2013J,605598,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-38,500,TRUE
FFF,2013J,605621,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-43,500,TRUE
FFF,2013J,605666,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-30,500,TRUE
FFF,2013J,605756,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-44,500,TRUE
FFF,2013J,605886,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-36,500,TRUE
FFF,2013J,605905,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,-37,500,TRUE
FFF,2013J,605921,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-37,500,TRUE
FFF,2013J,605940,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-38,167,FALSE
FFF,2013J,605954,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-31,500,TRUE
FFF,2013J,605974,M,North Region,HE Qualification,500,0-35,0,180,N,Pass,-42,500,TRUE
FFF,2013J,605988,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,-43,500,TRUE
FFF,2013J,605993,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-31,500,TRUE
FFF,2013J,606002,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-35,500,TRUE
FFF,2013J,606006,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-32,117,FALSE
FFF,2013J,606062,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-43,500,TRUE
FFF,2013J,606079,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Fail,-28,500,TRUE
FFF,2013J,606104,F,North Region,HE Qualification,500,35-55,0,60,N,Distinction,-29,500,TRUE
FFF,2013J,606167,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-21,500,TRUE
FFF,2013J,606189,F,North Western Region,Lower Than A Level,Oct-20,35-55,0,60,N,Withdrawn,-28,4,FALSE
FFF,2013J,606304,M,Ireland,Lower Than A Level,500,35-55,0,120,N,Pass,-36,500,TRUE
FFF,2013J,606369,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-42,-11,FALSE
FFF,2013J,606386,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-32,500,TRUE
FFF,2013J,606407,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,-32,157,FALSE
FFF,2013J,606425,M,North Western Region,Lower Than A Level,Oct-20,35-55,0,60,N,Withdrawn,-42,103,FALSE
FFF,2013J,606428,M,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,-38,89,FALSE
FFF,2013J,606436,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-21,166,FALSE
FFF,2013J,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,-31,500,TRUE
FFF,2013J,606459,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-22,74,FALSE
FFF,2013J,606496,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,90,N,Fail,-38,500,TRUE
FFF,2013J,606612,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-25,30,FALSE
FFF,2013J,606711,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-36,500,TRUE
FFF,2013J,606712,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-29,500,TRUE
FFF,2013J,606817,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-38,500,TRUE
FFF,2013J,606835,M,South West Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,-38,500,TRUE
FFF,2013J,606903,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-38,500,TRUE
FFF,2013J,606911,M,South West Region,Lower Than A Level,40-50%,35-55,0,150,N,Withdrawn,-32,13,FALSE
FFF,2013J,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-36,192,FALSE
FFF,2013J,606939,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,90,N,Pass,-37,500,TRUE
FFF,2013J,606966,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,-25,500,TRUE
FFF,2013J,606967,M,Scotland,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,-24,-1,FALSE
FFF,2013J,606990,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-38,500,TRUE
FFF,2013J,606998,M,London Region,Lower Than A Level,Oct-20,0-35,0,120,N,Fail,-38,500,TRUE
FFF,2013J,607011,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-28,500,TRUE
FFF,2013J,607047,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,-25,500,TRUE
FFF,2013J,607052,M,East Midlands Region,A Level or Equivalent,Oct-20,35-55,0,90,N,Pass,-38,500,TRUE
FFF,2013J,607068,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-24,30,FALSE
FFF,2013J,607118,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,607134,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-32,500,TRUE
FFF,2013J,607135,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-31,500,TRUE
FFF,2013J,607200,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Fail,-28,500,TRUE
FFF,2013J,607247,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,-36,500,TRUE
FFF,2013J,607407,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-29,500,TRUE
FFF,2013J,607473,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-8,85,FALSE
FFF,2013J,607533,F,South West Region,Lower Than A Level,Oct-20,0-35,0,90,N,Withdrawn,-31,202,FALSE
FFF,2013J,607538,M,Ireland,Lower Than A Level,500,35-55,0,60,N,Pass,-36,500,TRUE
FFF,2013J,607577,M,Scotland,No Formal quals,30-40%,35-55,0,90,N,Fail,-28,500,TRUE
FFF,2013J,607586,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-31,500,TRUE
FFF,2013J,607613,M,West Midlands Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-28,0,FALSE
FFF,2013J,607629,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-30,3,FALSE
FFF,2013J,607650,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-25,500,TRUE
FFF,2013J,607696,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,Fail,-29,500,TRUE
FFF,2013J,607794,M,South Region,A Level or Equivalent,90-100%,35-55,0,150,N,Distinction,-17,500,TRUE
FFF,2013J,607866,M,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,-32,128,FALSE
FFF,2013J,607938,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-36,500,TRUE
FFF,2013J,607979,M,North Region,A Level or Equivalent,500,35-55,0,60,N,Distinction,-27,500,TRUE
FFF,2013J,608008,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-35,500,TRUE
FFF,2013J,608043,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-32,500,TRUE
FFF,2013J,608111,M,London Region,HE Qualification,Oct-20,35-55,0,180,N,Withdrawn,-30,93,FALSE
FFF,2013J,608144,M,North Region,A Level or Equivalent,500,35-55,0,90,Y,Distinction,-29,500,TRUE
FFF,2013J,608169,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Fail,-35,500,TRUE
FFF,2013J,608196,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-15,500,TRUE
FFF,2013J,608198,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-36,500,TRUE
FFF,2013J,608211,M,North Western Region,No Formal quals,Oct-20,0-35,0,60,N,Withdrawn,-36,0,FALSE
FFF,2013J,608231,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Pass,-36,500,TRUE
FFF,2013J,608248,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-30,32,FALSE
FFF,2013J,608280,M,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-30,500,TRUE
FFF,2013J,608348,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-24,0,FALSE
FFF,2013J,608349,M,South Region,Lower Than A Level,30-40%,35-55,0,180,N,Pass,-31,500,TRUE
FFF,2013J,608356,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-35,500,TRUE
FFF,2013J,608421,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-32,500,TRUE
FFF,2013J,608422,M,North Region,A Level or Equivalent,500,35-55,0,90,N,Pass,-35,500,TRUE
FFF,2013J,608453,M,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,-28,0,FALSE
FFF,2013J,608477,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-30,500,TRUE
FFF,2013J,608535,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-29,-12,FALSE
FFF,2013J,608606,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,-35,-1,FALSE
FFF,2013J,608681,M,North Western Region,Lower Than A Level,Oct-20,0-35,0,60,Y,Pass,-35,500,TRUE
FFF,2013J,608698,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-35,500,TRUE
FFF,2013J,608727,M,North Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Withdrawn,-35,-11,FALSE
FFF,2013J,608737,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,90,Y,Fail,-32,500,TRUE
FFF,2013J,608747,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,-27,500,TRUE
FFF,2013J,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-32,500,TRUE
FFF,2013J,608827,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-19,500,TRUE
FFF,2013J,608864,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,120,N,Withdrawn,-32,46,FALSE
FFF,2013J,608866,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-32,179,FALSE
FFF,2013J,608909,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-27,500,TRUE
FFF,2013J,608913,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-22,500,TRUE
FFF,2013J,608966,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-30,500,TRUE
FFF,2013J,608997,M,Scotland,Lower Than A Level,60-70%,0-35,0,90,Y,Fail,-25,500,TRUE
FFF,2013J,609097,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-32,500,TRUE
FFF,2013J,609163,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-32,0,FALSE
FFF,2013J,609184,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Fail,-28,500,TRUE
FFF,2013J,609220,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-31,500,TRUE
FFF,2013J,609221,M,London Region,HE Qualification,60-70%,0-35,0,120,N,Pass,-29,500,TRUE
FFF,2013J,609229,M,Ireland,A Level or Equivalent,500,35-55,0,120,N,Pass,-31,500,TRUE
FFF,2013J,609244,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-19,500,TRUE
FFF,2013J,609277,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Distinction,-31,500,TRUE
FFF,2013J,609367,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-29,-5,FALSE
FFF,2013J,609396,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-19,97,FALSE
FFF,2013J,609416,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,-25,500,TRUE
FFF,2013J,609435,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,-32,51,FALSE
FFF,2013J,609439,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-32,500,TRUE
FFF,2013J,609460,M,North Region,Post Graduate Qualification,500,35-55,0,60,N,Fail,-32,500,TRUE
FFF,2013J,609513,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-31,500,TRUE
FFF,2013J,609537,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-32,500,TRUE
