,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,completion
25702,FFF,2013J,602406,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,-38.0,42.0,False
25703,FFF,2013J,602451,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-45.0,,True
25704,FFF,2013J,602468,M,South East Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,-56.0,,True
25705,FFF,2013J,602469,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-50.0,,True
25706,FFF,2013J,602502,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,Y,Withdrawn,-29.0,131.0,False
25707,FFF,2013J,602511,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-44.0,,True
25708,FFF,2013J,602516,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-31.0,,True
25709,FFF,2013J,602569,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-28.0,,True
25710,FFF,2013J,602577,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-45.0,,True
25711,FFF,2013J,602592,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-30.0,,True
25712,FFF,2013J,602600,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-37.0,,True
25713,FFF,2013J,602669,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Distinction,-35.0,,True
25714,FFF,2013J,602672,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,-53.0,-1.0,False
25715,FFF,2013J,602713,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Distinction,-29.0,,True
25716,FFF,2013J,602719,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-32.0,,True
25717,FFF,2013J,602734,M,West Midlands Region,HE Qualification,10-20,0-35,0,150,N,Fail,-32.0,,True
25718,FFF,2013J,602777,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,-36.0,,True
25719,FFF,2013J,602781,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn,-53.0,0.0,False
25720,FFF,2013J,602792,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-45.0,131.0,False
25721,FFF,2013J,602811,M,North Region,Lower Than A Level,,0-35,0,120,N,Pass,-19.0,,True
25722,FFF,2013J,602837,M,North Region,HE Qualification,,0-35,0,60,N,Pass,-51.0,,True
25723,FFF,2013J,602895,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,Fail,-49.0,,True
25724,FFF,2013J,602948,M,South Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-49.0,,True
25725,FFF,2013J,602994,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-32.0,137.0,False
25726,FFF,2013J,603030,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Fail,-53.0,,True
25727,FFF,2013J,603059,M,Ireland,Lower Than A Level,,0-35,0,120,N,Distinction,-27.0,,True
25728,FFF,2013J,603111,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-29.0,93.0,False
25729,FFF,2013J,603148,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-53.0,47.0,False
25730,FFF,2013J,603155,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-38.0,,True
25731,FFF,2013J,603170,M,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,-52.0,,True
25732,FFF,2013J,603199,M,North Western Region,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,-25.0,135.0,False
25733,FFF,2013J,603204,F,London Region,HE Qualification,20-30%,0-35,0,180,N,Withdrawn,-29.0,-18.0,False
25734,FFF,2013J,603216,M,North Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-28.0,,True
25735,FFF,2013J,603220,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-52.0,,True
25736,FFF,2013J,603231,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-45.0,,True
25737,FFF,2013J,603260,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-50.0,103.0,False
25738,FFF,2013J,603300,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-22.0,,True
25739,FFF,2013J,603327,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-36.0,,True
25740,FFF,2013J,603341,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-42.0,,True
25741,FFF,2013J,603389,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-52.0,,True
25742,FFF,2013J,603423,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-50.0,130.0,False
25743,FFF,2013J,603437,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-51.0,,True
25744,FFF,2013J,603529,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-43.0,,True
25745,FFF,2013J,603575,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-51.0,-22.0,False
25746,FFF,2013J,603576,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-51.0,,True
25747,FFF,2013J,603597,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-31.0,,True
25748,FFF,2013J,603600,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-49.0,,True
25749,FFF,2013J,603611,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-51.0,,True
25750,FFF,2013J,603651,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-51.0,,True
25751,FFF,2013J,603733,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-50.0,,True
25752,FFF,2013J,603819,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-37.0,,True
25753,FFF,2013J,603848,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,-32.0,102.0,False
25754,FFF,2013J,603873,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,-37.0,10.0,False
25755,FFF,2013J,603931,M,North Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-43.0,171.0,False
25756,FFF,2013J,604087,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail,-29.0,,True
25757,FFF,2013J,604142,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-49.0,159.0,False
25758,FFF,2013J,604184,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-25.0,,True
25759,FFF,2013J,604228,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-49.0,66.0,False
25760,FFF,2013J,604258,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-37.0,65.0,False
25761,FFF,2013J,604296,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,-31.0,0.0,False
25762,FFF,2013J,604379,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-30.0,,True
25763,FFF,2013J,604416,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-35.0,,True
25764,FFF,2013J,604427,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass,-46.0,,True
25765,FFF,2013J,604449,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-45.0,0.0,False
25766,FFF,2013J,604478,M,North Region,Lower Than A Level,,35-55,0,120,N,Pass,-31.0,,True
25767,FFF,2013J,604514,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-32.0,,True
25768,FFF,2013J,604581,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-32.0,,True
25769,FFF,2013J,604583,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-28.0,67.0,False
25770,FFF,2013J,604606,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-45.0,80.0,False
25771,FFF,2013J,604619,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-46.0,-25.0,False
25772,FFF,2013J,604633,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-46.0,,True
25773,FFF,2013J,604635,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-25.0,,True
25774,FFF,2013J,604700,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,-30.0,,True
25775,FFF,2013J,604741,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-15.0,,True
25776,FFF,2013J,604755,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-17.0,,True
25777,FFF,2013J,604766,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,-38.0,,True
25778,FFF,2013J,604799,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-45.0,,True
25779,FFF,2013J,604817,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,Fail,-45.0,,True
25780,FFF,2013J,604828,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-24.0,,True
25781,FFF,2013J,604879,F,South West Region,HE Qualification,20-30%,0-35,0,120,N,Distinction,-43.0,,True
25782,FFF,2013J,604889,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-45.0,2.0,False
25783,FFF,2013J,604918,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-29.0,,True
25784,FFF,2013J,604945,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-32.0,,True
25785,FFF,2013J,604946,M,London Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn,-46.0,6.0,False
25786,FFF,2013J,605012,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-30.0,,True
25787,FFF,2013J,605048,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-38.0,,True
25788,FFF,2013J,605069,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-21.0,,True
25789,FFF,2013J,605091,M,South East Region,No Formal quals,20-30%,0-35,0,150,N,Withdrawn,-46.0,33.0,False
25790,FFF,2013J,605108,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,,-46.0,False
25791,FFF,2013J,605145,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-43.0,0.0,False
25792,FFF,2013J,605195,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Distinction,-22.0,,True
25793,FFF,2013J,605228,F,London Region,Lower Than A Level,70-80%,0-35,0,240,N,Withdrawn,-45.0,0.0,False
25794,FFF,2013J,605265,F,North Region,HE Qualification,,35-55,0,60,N,Pass,-30.0,,True
25795,FFF,2013J,605269,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-43.0,186.0,False
25796,FFF,2013J,605372,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-45.0,,True
25797,FFF,2013J,605394,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-29.0,,True
25798,FFF,2013J,605409,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-31.0,,True
25799,FFF,2013J,605459,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-24.0,,True
25800,FFF,2013J,605538,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-25.0,,True
25801,FFF,2013J,605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,Distinction,-24.0,,True
25802,FFF,2013J,605589,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,-42.0,,True
25803,FFF,2013J,605598,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-38.0,,True
25804,FFF,2013J,605621,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-43.0,,True
25805,FFF,2013J,605666,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-30.0,,True
25806,FFF,2013J,605756,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-44.0,,True
25807,FFF,2013J,605886,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-36.0,,True
25808,FFF,2013J,605905,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,-37.0,,True
25809,FFF,2013J,605921,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-37.0,,True
25810,FFF,2013J,605940,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-38.0,167.0,False
25811,FFF,2013J,605954,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-31.0,,True
25812,FFF,2013J,605974,M,North Region,HE Qualification,,0-35,0,180,N,Pass,-42.0,,True
25813,FFF,2013J,605988,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,-43.0,,True
25814,FFF,2013J,605993,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-31.0,,True
25815,FFF,2013J,606002,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-35.0,,True
25816,FFF,2013J,606006,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-32.0,117.0,False
25817,FFF,2013J,606062,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-43.0,,True
25818,FFF,2013J,606079,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Fail,-28.0,,True
25819,FFF,2013J,606104,F,North Region,HE Qualification,,35-55,0,60,N,Distinction,-29.0,,True
25820,FFF,2013J,606167,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-21.0,,True
25821,FFF,2013J,606189,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-28.0,4.0,False
25822,FFF,2013J,606304,M,Ireland,Lower Than A Level,,35-55,0,120,N,Pass,-36.0,,True
25823,FFF,2013J,606369,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-42.0,-11.0,False
25824,FFF,2013J,606386,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-32.0,,True
25825,FFF,2013J,606407,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,-32.0,157.0,False
25826,FFF,2013J,606425,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-42.0,103.0,False
25827,FFF,2013J,606428,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-38.0,89.0,False
25828,FFF,2013J,606436,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-21.0,166.0,False
25829,FFF,2013J,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,-31.0,,True
25830,FFF,2013J,606459,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-22.0,74.0,False
25831,FFF,2013J,606496,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,90,N,Fail,-38.0,,True
25832,FFF,2013J,606612,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-25.0,30.0,False
25833,FFF,2013J,606711,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-36.0,,True
25834,FFF,2013J,606712,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-29.0,,True
25835,FFF,2013J,606817,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-38.0,,True
25836,FFF,2013J,606835,M,South West Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,-38.0,,True
25837,FFF,2013J,606903,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-38.0,,True
25838,FFF,2013J,606911,M,South West Region,Lower Than A Level,40-50%,35-55,0,150,N,Withdrawn,-32.0,13.0,False
25839,FFF,2013J,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-36.0,192.0,False
25840,FFF,2013J,606939,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,90,N,Pass,-37.0,,True
25841,FFF,2013J,606966,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,-25.0,,True
25842,FFF,2013J,606967,M,Scotland,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,-24.0,-1.0,False
25843,FFF,2013J,606990,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-38.0,,True
25844,FFF,2013J,606998,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-38.0,,True
25845,FFF,2013J,607011,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-28.0,,True
25846,FFF,2013J,607047,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,-25.0,,True
25847,FFF,2013J,607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,Pass,-38.0,,True
25848,FFF,2013J,607068,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-24.0,30.0,False
25849,FFF,2013J,607118,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-31.0,,True
25850,FFF,2013J,607134,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-32.0,,True
25851,FFF,2013J,607135,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-31.0,,True
25852,FFF,2013J,607200,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Fail,-28.0,,True
25853,FFF,2013J,607247,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,-36.0,,True
25854,FFF,2013J,607407,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-29.0,,True
25855,FFF,2013J,607473,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-8.0,85.0,False
25856,FFF,2013J,607533,F,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-31.0,202.0,False
25857,FFF,2013J,607538,M,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,-36.0,,True
25858,FFF,2013J,607577,M,Scotland,No Formal quals,30-40%,35-55,0,90,N,Fail,-28.0,,True
25859,FFF,2013J,607586,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-31.0,,True
25860,FFF,2013J,607613,M,West Midlands Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-28.0,0.0,False
25861,FFF,2013J,607629,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-30.0,3.0,False
25862,FFF,2013J,607650,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-25.0,,True
25863,FFF,2013J,607696,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,Fail,-29.0,,True
25864,FFF,2013J,607794,M,South Region,A Level or Equivalent,90-100%,35-55,0,150,N,Distinction,-17.0,,True
25865,FFF,2013J,607866,M,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,-32.0,128.0,False
25866,FFF,2013J,607938,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-36.0,,True
25867,FFF,2013J,607979,M,North Region,A Level or Equivalent,,35-55,0,60,N,Distinction,-27.0,,True
25868,FFF,2013J,608008,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-35.0,,True
25869,FFF,2013J,608043,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-32.0,,True
25870,FFF,2013J,608111,M,London Region,HE Qualification,10-20,35-55,0,180,N,Withdrawn,-30.0,93.0,False
25871,FFF,2013J,608144,M,North Region,A Level or Equivalent,,35-55,0,90,Y,Distinction,-29.0,,True
25872,FFF,2013J,608169,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Fail,-35.0,,True
25873,FFF,2013J,608196,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-15.0,,True
25874,FFF,2013J,608198,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-36.0,,True
25875,FFF,2013J,608211,M,North Western Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn,-36.0,0.0,False
25876,FFF,2013J,608231,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Pass,-36.0,,True
25877,FFF,2013J,608248,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-30.0,32.0,False
25878,FFF,2013J,608280,M,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-30.0,,True
25879,FFF,2013J,608348,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-24.0,0.0,False
25880,FFF,2013J,608349,M,South Region,Lower Than A Level,30-40%,35-55,0,180,N,Pass,-31.0,,True
25881,FFF,2013J,608356,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-35.0,,True
25882,FFF,2013J,608421,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-32.0,,True
25883,FFF,2013J,608422,M,North Region,A Level or Equivalent,,35-55,0,90,N,Pass,-35.0,,True
25884,FFF,2013J,608453,M,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,-28.0,0.0,False
25885,FFF,2013J,608477,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-30.0,,True
25886,FFF,2013J,608535,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-29.0,-12.0,False
25887,FFF,2013J,608606,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,-35.0,-1.0,False
25888,FFF,2013J,608681,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-35.0,,True
25889,FFF,2013J,608698,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-35.0,,True
25890,FFF,2013J,608727,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-35.0,-11.0,False
25891,FFF,2013J,608737,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,90,Y,Fail,-32.0,,True
25892,FFF,2013J,608747,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-27.0,,True
25893,FFF,2013J,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-32.0,,True
25894,FFF,2013J,608827,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-19.0,,True
25895,FFF,2013J,608864,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,120,N,Withdrawn,-32.0,46.0,False
25896,FFF,2013J,608866,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-32.0,179.0,False
25897,FFF,2013J,608909,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-27.0,,True
25898,FFF,2013J,608913,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-22.0,,True
25899,FFF,2013J,608966,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-30.0,,True
25900,FFF,2013J,608997,M,Scotland,Lower Than A Level,60-70%,0-35,0,90,Y,Fail,-25.0,,True
25901,FFF,2013J,609097,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-32.0,,True
25902,FFF,2013J,609163,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-32.0,0.0,False
25903,FFF,2013J,609184,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Fail,-28.0,,True
25904,FFF,2013J,609220,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-31.0,,True
25905,FFF,2013J,609221,M,London Region,HE Qualification,60-70%,0-35,0,120,N,Pass,-29.0,,True
25906,FFF,2013J,609229,M,Ireland,A Level or Equivalent,,35-55,0,120,N,Pass,-31.0,,True
25907,FFF,2013J,609244,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-19.0,,True
25908,FFF,2013J,609277,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Distinction,-31.0,,True
25909,FFF,2013J,609367,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-29.0,-5.0,False
25910,FFF,2013J,609396,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-19.0,97.0,False
25911,FFF,2013J,609416,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,-25.0,,True
25912,FFF,2013J,609435,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,-32.0,51.0,False
25913,FFF,2013J,609439,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-32.0,,True
25914,FFF,2013J,609460,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Fail,-32.0,,True
25915,FFF,2013J,609513,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-31.0,,True
25916,FFF,2013J,609537,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-32.0,,True
25917,FFF,2013J,609558,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,-31.0,,True
25918,FFF,2013J,609743,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-29.0,,True
25919,FFF,2013J,609777,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-30.0,,True
25920,FFF,2013J,609831,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-31.0,,True
25921,FFF,2013J,609882,F,London Region,HE Qualification,10-20,35-55,0,60,N,Distinction,-29.0,,True
25922,FFF,2013J,609891,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn,-30.0,-30.0,False
25923,FFF,2013J,609908,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-30.0,,True
25924,FFF,2013J,609985,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,-15.0,,True
25925,FFF,2013J,610097,M,North Region,HE Qualification,,35-55,0,60,N,Pass,-30.0,,True
25926,FFF,2013J,610099,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,-29.0,,True
25927,FFF,2013J,610172,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-29.0,,True
25928,FFF,2013J,610225,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail,-3.0,,True
25929,FFF,2013J,610244,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-22.0,,True
25930,FFF,2013J,610258,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-29.0,,True
25931,FFF,2013J,610266,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-27.0,,True
25932,FFF,2013J,610278,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-22.0,,True
25933,FFF,2013J,610292,F,Wales,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-29.0,93.0,False
25934,FFF,2013J,610312,M,North Western Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-30.0,,True
25935,FFF,2013J,610324,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,-30.0,,True
